Item1,Item2,Time,Book
Polly,Hurrah,1107,barnaby-rudge
Polly,Hurrah,1107,barnaby-rudge
Polly,Bow,1107,barnaby-rudge
Hurrah,Polly,1107,barnaby-rudge
Hurrah,Polly,1107,barnaby-rudge
Hurrah,Bow,1107,barnaby-rudge
Hurrah,Polly,1107,barnaby-rudge
Bow,Hurrah,1107,barnaby-rudge
Bow,Polly,1107,barnaby-rudge
Bow,Polly,1107,barnaby-rudge
Bow,Hurrah,1107,barnaby-rudge
Bow,Polly,1107,barnaby-rudge
Polly,Hurrah,1107,barnaby-rudge
Polly,Hurrah,1107,barnaby-rudge
Polly,Bow,1107,barnaby-rudge
London Bridge,Cornhill,1125,barnaby-rudge
Cornhill,London Bridge,1125,barnaby-rudge
Dolly,Varden,1164,barnaby-rudge
Dolly,Edward Chester,1164,barnaby-rudge
Dolly,Miggs,1164,barnaby-rudge
Varden,Dolly,1164,barnaby-rudge
Varden,Dolly,1164,barnaby-rudge
Varden,Edward Chester,1164,barnaby-rudge
Varden,Miggs,1164,barnaby-rudge
Dolly,Varden,1164,barnaby-rudge
Dolly,Edward Chester,1164,barnaby-rudge
Dolly,Miggs,1164,barnaby-rudge
Edward Chester,Dolly,1164,barnaby-rudge
Edward Chester,Varden,1164,barnaby-rudge
Edward Chester,Dolly,1164,barnaby-rudge
Edward Chester,Miggs,1164,barnaby-rudge
Miggs,Dolly,1164,barnaby-rudge
Miggs,Varden,1164,barnaby-rudge
Miggs,Dolly,1164,barnaby-rudge
Miggs,Edward Chester,1164,barnaby-rudge
Toby,Sim Tappertit,1165,barnaby-rudge
Sim Tappertit,Toby,1165,barnaby-rudge
Edward,Varden,1170,barnaby-rudge
Varden,Edward,1170,barnaby-rudge
Varden,Mrs V,1171,barnaby-rudge
Mrs V,Varden,1171,barnaby-rudge
Mrs Varden,Varden,1175,barnaby-rudge
Varden,Mrs Varden,1175,barnaby-rudge
Martha,Gabriel,1181,barnaby-rudge
Gabriel,Martha,1181,barnaby-rudge
Varden,Edward,1189,barnaby-rudge
